id,正文,原始图片url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4390017864265018,最近执迷与烧脑日剧《轮到你了》房号演员饰演角色（年龄）简介不适用竹中直人床岛比吕志（60）公寓管理人。101室袴田吉彦久住让（45）单身，公司职员。102室片冈礼子儿嶋佳世（42）于家中开设儿童英语会话教室。坪仓由幸 (我が家）儿嶋俊明（45）地图会社职员。103室生濑胜久田宫淳一郎（58）提前退休的前银行精英职员，不懂变通。长野里美田宫君子（55）田宫淳一郎的妻子。104室三仓佳奈石崎洋子（35）家庭主妇。林泰文石崎健二（39）区役所职员。田村海优石崎文代（9）小学三年级生。大野琉功石崎一男（6）小学一年级生。201室田中要次浮田启辅（55）暴力团成员。大友花恋妹尾あいり（21）于男士美容院工作。中尾畅树柿沼辽（21）浮田的部下，あいり的恋人。202室西野七濑黒岛沙和（21）理科女大学生。身上常有不明伤口。203室金泽美穗シンイー（22）中国留学生，于不丹餐馆兼职。井阪郁巳クオン（21）越南人、非法居留。シンイー的恋人。バルビーイクバル（45）孟加拉人。204室和田聪宏西村淳（38）单身，小规模餐饮连锁经营公司总裁。301室奈绪尾野干叶（25）单身，有机蔬菜送货服务公司职员。302室原田知世手冢菜奈（49）运动服设计师。喜欢推理小说。田中圭手冢翔太（35）健身教练。喜欢看推理漫画。303室空室304室真飞圣北川澄香（42）单身母亲。田中レイ北川空（5）保育园儿童。由于母亲繁忙，经常一个人游玩。401室山田真步木下茜（38）单身。经常观察其他居民。402室木村多江榎本早苗（45）全职家庭主妇。居民协会会长。阪田マサノブ榎本正志（48）警视厅墨田署生活安全课课长。榎本早苗的丈夫。403室片桐仁藤井淳史（43）单身。大学医院整形外科医生。404室小池亮介江藤祐树（23）单身。IT企业家。501室安藤政信佐野豪（42）神秘男子。经常在楼梯运送大型物件。502室峯村リエ赤池美里（50）全职家庭主妇。德井优赤池吾朗（52）美里的丈夫。于贸易公司工作。大方斐纱子赤池幸子（78）美里的婆婆。需要在轮椅上生活。,,,2019-07-03,微博 weibo.com,14,4,2,,
4390009517764721,正在《天生我才》做节目，晚上第一财经《公司与行业》见，出去跑了几周，许久没上电视了 ,,,2019-07-03,微博 weibo.com,69,10,1,,
4389637135470683,深度广度很强的一个实地走访记录，一线的切身感受。『万杉深处响流泉』东南沿海走一圈，核心资产的得与失 ,,,2019-07-02,荣耀手机 勇敢做自己,65,5,24,,
4389507103094715,整车的利润率再也回不去高位，行业洗牌才开始。比较深的东西在下一篇开篇会讲『万杉深处响流泉』东南沿海走一圈，谈谈汽车行业状况 ,,,2019-07-02,荣耀手机 勇敢做自己,64,5,7,,
4388899944375041,我们依然是我们！『万杉深处响流泉』G20后市场机会分析 ,,,2019-06-30,荣耀手机 勇敢做自己,64,7,7,,
4388607097632900,基本如事前分析，美国自身的压力促使今天的会谈相对有成果，华为的部分解禁也在预期之中，三千亿本来就不该有也不会有！这次国内上下思路立场一致，任总的全民教育动员深入骨髓！『万杉深处响流泉』如果G20有利好... ,,,2019-06-29,荣耀手机 勇敢做自己,67,7,5,,
4386628963103460,趋势线上继续多，不过还是反弹，大机会在九月后『万杉深处响流泉』网页链接 ,,,2019-06-24,荣耀手机 勇敢做自己,65,4,3,,
4385396391642102,很多人幸灾乐祸，今高开低走。没有母体的港股高开挺住，推特治国的美股快新高了。为啥有这个差异？不是经济问题盈利问题贸易问题，本质是A股的老问题。『万杉深处响流泉』同样的高开，不一样的低走 ,,,2019-06-20,荣耀手机 勇敢做自己,36,1,6,,
4385396350187642,前年我就讲了 蓝筹深蓝化 周期龙头蓝筹化 小盘股港股化 市场都应验了 今晚的重组新规改弦更张 合家都得吃饭 不能除了核心资产就没法玩了『万杉深处响流泉』A股正在发生的重大改变 你知道吗？ ,,,2019-06-20,荣耀手机 勇敢做自己,46,3,10,,
4384652032946949,关于制造业和出口企业的微观调研『万杉深处响流泉』浙江民企微观调查（下） ,,,2019-06-18,荣耀手机 勇敢做自己,29,1,3,,
4384210435505298,上周跑了跑，有感而发。企业差距很大，高负债重资产的压力大，转型升级是必然，也遇到劳动力成本上升过快问题。『万杉深处响流泉』浙江民企微观调查（上） ,,,2019-06-17,荣耀手机 勇敢做自己,62,4,7,,
4382129498126460,本身今年政策刺激拉动不算大，到它告诉你我的弹药很多，而且才用了很小的计量！！『万杉深处响流泉』撬动大盘的支点不期而遇 ,,,2019-06-11,荣耀手机 勇敢做自己,60,6,8,,
4381723644974359,数据看a股没看起来那么差，差在占比很大的无业绩股票很显眼。如果看港股，你根本不会看哪些垃圾僵尸股，反倒觉得今年的行情非常正常！『万杉深处响流泉』A股没有看起来的那么差 ,,,2019-06-10,荣耀手机 勇敢做自己,45,7,3,,
4380864102098605,貌似今年像去年，实际像2005年，既有L龙头yinian，更杀伤力的是庄股崩盘『万杉深处响流泉』A股那些可笑的逻辑... ,,,2019-06-08,荣耀手机 勇敢做自己,57,8,10,,
4379906052263990,今天Comex金价连续突破 『万杉深处响流泉』价值连城的黄金股 ,,,2019-06-05,荣耀手机 勇敢做自己,27,2,3,,
4379415750190828,又回到去年四季度的组合，催化黄金价格『万杉深处响流泉』看涨黄金价格 ,,,2019-06-04,荣耀手机 勇敢做自己,11,0,0,,
4379027433166800,六月修复信心『万杉深处响流泉』6月A股展望：技术反弹 修复信心 ,,,2019-06-03,荣耀手机 勇敢做自己,6,0,1,,
4377981533033915,再讲讲老生常谈的话题『万杉深处响流泉』核心资产以外，市场有何亮点 ,,,2019-05-31,荣耀手机 勇敢做自己,54,2,8,,
4377415910483878,从微观的角度，客观看待当然昏昏欲睡的行情。夹缝中机会在哪？『万杉深处响流泉』夹缝中的机会在哪 ,,,2019-05-29,荣耀手机 勇敢做自己,81,4,7,,
4377369131839434,看好双供给侧下的经济前景对工业数据的波动的理解 上海·东方雅苑 ,,上海·东方雅苑,2019-05-29,荣耀手机 勇敢做自己,34,0,6,,
4376312283954626,包商银行被建行和监管机构托管，周末引发机构和大V的平均。机构担心拖累银行股估值，让其把大盘拖下水。财经评论也认为引起银行同业的挤兑，甚至有认为是中国的贝尔斯登的。首先这是金融供给侧的必然举措，包商的资产质量，经营能力差。至于同业，从银监127号文以来，银行间所有的创新和花样都被逐渐监控起来，扎牢风险篱笆，包商才近千亿的同业资产本身违约概率不大，顶多期限错配，也不是有毒资产，何谈贝尔斯登？且看gz浩分解！ 上海·东方雅苑,https://wx1.sinaimg.cn/large/9b147184gy1g3f1ibpfxuj23k02o07wo.jpg,上海·东方雅苑,2019-05-26,荣耀手机 勇敢做自己,38,8,8,,
